name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity 
HD 96700 d,83,12.7 Earths,6.51,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8036/hd-96700-d/,Gas Giant,1998,2.2756 Jupiters,1.19 x Jupiter,0.208317 AU,61.1 days,0.03
HD 96992 b,1292,1.14 Jupiters,8.57,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7823/hd-96992-b/,Gas Giant,1998,2.2756 Jupiters,1.19 x Jupiter,0.208317 AU,61.1 days,0.03
HD 97048 b,600,2.5 Jupiters,8.44,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7503/hd-97048-b/,Gas Giant,1998,2.2756 Jupiters,1.19 x Jupiter,0.208317 AU,61.1 days,0.03
HD 97658 b,70,8.3 Earths,7.76,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6707/hd-97658-b/,Gas Giant,2000,0.7142 Jupiters,1.25 x Jupiter,0.12959 AU,30.1 days,0.26
HD 98219 b,371,1.964 Jupiters,8.05,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6708/hd-98219-b/,Gas Giant,2000,0.7142 Jupiters,1.25 x Jupiter,0.12959 AU,30.1 days,0.26
HD 98649 b,138,6.79 Jupiters,8,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6709/hd-98649-b/,Gas Giant,2000,0.7142 Jupiters,1.25 x Jupiter,0.12959 AU,30.1 days,0.26
HD 98736 b,106,2.33 Jupiters,7.93,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7263/hd-98736-b/,Gas Giant,2000,0.7142 Jupiters,1.25 x Jupiter,0.12959 AU,30.1 days,0.26
HD 99109 b,179,0.44 Jupiters,9.1,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6710/hd-99109-b/,Neptune-like,2005,6.83 Earths,0.224 x Jupiter,0.020807 AU,1.9 days,0.21
HD 99492 b,59,22.2481 Earths,7.56727,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6711/hd-99492-b/,Neptune-like,2005,6.83 Earths,0.224 x Jupiter,0.020807 AU,1.9 days,0.21
HD 96700 c,83,3.5 Earths,6.51,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8035/hd-96700-c/,Neptune-like,2005,6.83 Earths,0.224 x Jupiter,0.020807 AU,1.9 days,0.21
HD 96700 d,83,12.7 Earths,6.51,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8036/hd-96700-d/,Neptune-like,2005,6.83 Earths,0.224 x Jupiter,0.020807 AU,1.9 days,0.21
HD 96992 b,1292,1.14 Jupiters,8.57,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7823/hd-96992-b/,Neptune-like,2010,14.6 Earths,0.35 x Jupiter,0.3343 AU,124.3 days,0.06
HD 97048 b,600,2.5 Jupiters,8.44,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7503/hd-97048-b/,Neptune-like,2010,14.6 Earths,0.35 x Jupiter,0.3343 AU,124.3 days,0.06
HD 97658 b,70,8.3 Earths,7.76,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6707/hd-97658-b/,Neptune-like,2010,14.6 Earths,0.35 x Jupiter,0.3343 AU,124.3 days,0.06
HD 98219 b,371,1.964 Jupiters,8.05,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6708/hd-98219-b/,Neptune-like,2010,14.6 Earths,0.35 x Jupiter,0.3343 AU,124.3 days,0.06
HD 98649 b,138,6.79 Jupiters,8,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6709/hd-98649-b/,Super Earth,2020,4.2 Earths,1.88 x Earth,0.068 AU,9.3 days,0.0
HD 98736 b,106,2.33 Jupiters,7.93,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7263/hd-98736-b/,Super Earth,2020,4.2 Earths,1.88 x Earth,0.068 AU,9.3 days,0.0
HD 99109 b,179,0.44 Jupiters,9.1,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6710/hd-99109-b/,Super Earth,2020,4.2 Earths,1.88 x Earth,0.068 AU,9.3 days,0.0
HD 99492 b,59,22.2481 Earths,7.56727,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6711/hd-99492-b/,Super Earth,2020,4.2 Earths,1.88 x Earth,0.068 AU,9.3 days,0.0
HD 99706 b,478,1.23 Jupiters,7.65,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6712/hd-99706-b/,Neptune-like,2020,7.6 Earths,0.238 x Jupiter,0.12 AU,21.8 days,0.0
HD 99706 c,478,5.69 Jupiters,7.65,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7294/hd-99706-c/,Neptune-like,2020,7.6 Earths,0.238 x Jupiter,0.12 AU,21.8 days,0.0
HIP 105854 b,257,8.2 Jupiters,5.64,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6911/hip-105854-b/,Neptune-like,2020,7.6 Earths,0.238 x Jupiter,0.12 AU,21.8 days,0.0
HIP 107772 b,77,12.9 Earths,10.56,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7677/hip-107772-b/,Neptune-like,2020,7.6 Earths,0.238 x Jupiter,0.12 AU,21.8 days,0.0
HIP 107773 b,343,1.98 Jupiters,5.62,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7124/hip-107773-b/,Neptune-like,2020,30.9 Earths,0.544 x Jupiter,0.403 AU,241.9 days,0.18
HIP 109384 b,192,1.56 Jupiters,9.61,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7113/hip-109384-b/,Neptune-like,2020,30.9 Earths,0.544 x Jupiter,0.403 AU,241.9 days,0.18
HIP 109600 b,216,2.68 Jupiters,9.18,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7111/hip-109600-b/,Neptune-like,2020,30.9 Earths,0.544 x Jupiter,0.403 AU,241.9 days,0.18
HIP 114933 b,332,1.94 Jupiters,7.25,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7859/hip-114933-b/,Neptune-like,2020,30.9 Earths,0.544 x Jupiter,0.403 AU,241.9 days,0.18
HIP 116454 b,204,12.7132 Earths,10.19,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6912/hip-116454-b/,Gas Giant,2020,0.22528 Jupiters,0.892 x Jupiter,0.87 AU,2.1 years,0.33
HIP 12961 b,76,0.36 Jupiters,10.25,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6857/hip-12961-b/,Gas Giant,2020,0.22528 Jupiters,0.892 x Jupiter,0.87 AU,2.1 years,0.33
HIP 14810 b,165,3.9 Jupiters,8.520001,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6858/hip-14810-b/,Gas Giant,2020,0.22528 Jupiters,0.892 x Jupiter,0.87 AU,2.1 years,0.33
HIP 14810 c,165,1.31 Jupiters,8.520001,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6859/hip-14810-c/,Gas Giant,2020,0.22528 Jupiters,0.892 x Jupiter,0.87 AU,2.1 years,0.33
HIP 14810 d,165,0.59 Jupiters,8.520001,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6860/hip-14810-d/,Neptune-like,2020,9.65 Earths,0.274 x Jupiter,0.1139 AU,18.3 days,0.29
HIP 35173 b,108,12.7 Earths,9.01,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7374/hip-35173-b/,Neptune-like,2020,9.65 Earths,0.274 x Jupiter,0.1139 AU,18.3 days,0.29
HIP 38594 b,58,8.1 Earths,9.75,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7678/hip-38594-b/,Neptune-like,2020,9.65 Earths,0.274 x Jupiter,0.1139 AU,18.3 days,0.29
HIP 38594 c,58,0.15228 Jupiters,9.75,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7679/hip-38594-c/,Neptune-like,2020,9.65 Earths,0.274 x Jupiter,0.1139 AU,18.3 days,0.29
HIP 41378 b,347,8.75 Earths,8.93,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7161/hip-41378-b/,Neptune-like,2018,19.66 Earths,0.417 x Jupiter,0.291 AU,73.9 days,0.44
HIP 41378 c,347,7.08 Earths,8.93,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7162/hip-41378-c/,Neptune-like,2018,19.66 Earths,0.417 x Jupiter,0.291 AU,73.9 days,0.44
HIP 41378 d,347,14.9 Earths,8.93,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7163/hip-41378-d/,Neptune-like,2018,19.66 Earths,0.417 x Jupiter,0.291 AU,73.9 days,0.44
HIP 41378 e,347,26 Earths,8.93,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7172/hip-41378-e/,Neptune-like,2018,19.66 Earths,0.417 x Jupiter,0.291 AU,73.9 days,0.44
HIP 57274 d,84,0.5267 Jupiters,8.97,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6864/hip-57274-d/,Gas Giant,1998,2.2756 Jupiters,1.19 x Jupiter,0.208317 AU,61.1 days,0.03
HIP 63242 b,510,9.18 Jupiters,6.86,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6866/hip-63242-b/,Gas Giant,1998,2.2756 Jupiters,1.19 x Jupiter,0.208317 AU,61.1 days,0.03
HIP 65407 b,202,0.428 Jupiters,9.38,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7116/hip-65407-b/,Gas Giant,1998,2.2756 Jupiters,1.19 x Jupiter,0.208317 AU,61.1 days,0.03
HIP 65407 c,202,0.784 Jupiters,9.38,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7117/hip-65407-c/,Gas Giant,1998,2.2756 Jupiters,1.19 x Jupiter,0.208317 AU,61.1 days,0.03
HIP 65426 b,355,9 Jupiters,7.01,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7220/hip-65426-b/,Gas Giant,2000,0.7142 Jupiters,1.25 x Jupiter,0.12959 AU,30.1 days,0.26
HIP 65891 b,490,6 Jupiters,6.75,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7123/hip-65891-b/,Gas Giant,2000,0.7142 Jupiters,1.25 x Jupiter,0.12959 AU,30.1 days,0.26
HIP 65 A b,202,3.213 Jupiters,11,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7661/hip-65-a-b/,Gas Giant,2000,0.7142 Jupiters,1.25 x Jupiter,0.12959 AU,30.1 days,0.26
HIP 67522 b,415,0.228 Jupiters,9.79,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7659/hip-67522-b/,Gas Giant,2000,0.7142 Jupiters,1.25 x Jupiter,0.12959 AU,30.1 days,0.26
HIP 67537 b,379,11.1 Jupiters,6.43,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7216/hip-67537-b/,Neptune-like,2005,6.83 Earths,0.224 x Jupiter,0.020807 AU,1.9 days,0.21
HIP 67851 b,209,1.38 Jupiters,6.17,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6867/hip-67851-b/,Neptune-like,2005,6.83 Earths,0.224 x Jupiter,0.020807 AU,1.9 days,0.21
HIP 67851 c,209,6.3 Jupiters,6.17,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6868/hip-67851-c/,Neptune-like,2005,6.83 Earths,0.224 x Jupiter,0.020807 AU,1.9 days,0.21
HIP 70849 b,78,9 Jupiters,10.421,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6869/hip-70849-b/,Neptune-like,2005,6.83 Earths,0.224 x Jupiter,0.020807 AU,1.9 days,0.21
HIP 71135 b,105,18.8 Earths,10.53,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7384/hip-71135-b/,Neptune-like,2010,14.6 Earths,0.35 x Jupiter,0.3343 AU,124.3 days,0.06
HIP 74890 b,257,2.4 Jupiters,7.05,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7027/hip-74890-b/,Neptune-like,2010,14.6 Earths,0.35 x Jupiter,0.3343 AU,124.3 days,0.06
HIP 75092 b,266,1.79 Jupiters,7.11,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7857/hip-75092-b/,Neptune-like,2010,14.6 Earths,0.35 x Jupiter,0.3343 AU,124.3 days,0.06
HIP 78530 b,446,23 Jupiters,7.1691,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6907/hip-78530-b/,Neptune-like,2010,14.6 Earths,0.35 x Jupiter,0.3343 AU,124.3 days,0.06
HIP 79098 AB b,476,20.5 Jupiters,5.86,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7429/hip-79098-ab-b/,Super Earth,2020,4.2 Earths,1.88 x Earth,0.068 AU,9.3 days,0.0
HIP 79431 b,47,2.1 Jupiters,11.394,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6908/hip-79431-b/,Super Earth,2020,4.2 Earths,1.88 x Earth,0.068 AU,9.3 days,0.0
HIP 8541 b,506,5.5 Jupiters,7.88,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7026/hip-8541-b/,Super Earth,2020,4.2 Earths,1.88 x Earth,0.068 AU,9.3 days,0.0
HIP 90988 b,307,1.96 Jupiters,7.75,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7862/hip-90988-b/,Super Earth,2020,4.2 Earths,1.88 x Earth,0.068 AU,9.3 days,0.0
HIP 91258 b,150,1.09 Jupiters,8.65,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6909/hip-91258-b/,Neptune-like,2020,7.6 Earths,0.238 x Jupiter,0.12 AU,21.8 days,0.0
HIP 97166 b,215,20 Earths,9.92,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8040/hip-97166-b/,Neptune-like,2020,7.6 Earths,0.238 x Jupiter,0.12 AU,21.8 days,0.0
HIP 97166 c,215,9.9 Earths,9.92,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8041/hip-97166-c/,Neptune-like,2020,7.6 Earths,0.238 x Jupiter,0.12 AU,21.8 days,0.0
HIP 97233 b,334,20 Jupiters,7.34,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6910/hip-97233-b/,Neptune-like,2020,7.6 Earths,0.238 x Jupiter,0.12 AU,21.8 days,0.0
HN Pegasi b,59,21.9987 Jupiters,5.97707,2006,https://exoplanets.nasa.gov/exoplanet-catalog/7031/hn-pegasi-b/,Neptune-like,2020,30.9 Earths,0.544 x Jupiter,0.403 AU,241.9 days,0.18
HR 2562 b,111,30 Jupiters,6.11,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7229/hr-2562-b/,Neptune-like,2020,30.9 Earths,0.544 x Jupiter,0.403 AU,241.9 days,0.18
HR 5183 b,103,3.23 Jupiters,6.33432,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7462/hr-5183-b/,Neptune-like,2020,30.9 Earths,0.544 x Jupiter,0.403 AU,241.9 days,0.18
HR 810 b,56,2.27 Jupiters,5.4,1999,https://exoplanets.nasa.gov/exoplanet-catalog/6913/hr-810-b/,Neptune-like,2020,30.9 Earths,0.544 x Jupiter,0.403 AU,241.9 days,0.18
HR 858 b,104,5 Earths,6.38,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7436/hr-858-b/,Gas Giant,2020,0.22528 Jupiters,0.892 x Jupiter,0.87 AU,2.1 years,0.33
HR 858 c,104,4.42 Earths,6.38,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7437/hr-858-c/,Gas Giant,2020,0.22528 Jupiters,0.892 x Jupiter,0.87 AU,2.1 years,0.33
HR 858 d,104,5.32 Earths,6.38,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7438/hr-858-d/,Gas Giant,2020,0.22528 Jupiters,0.892 x Jupiter,0.87 AU,2.1 years,0.33
HR 8799 b,135,7 Jupiters,5.98,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6914/hr-8799-b/,Gas Giant,2020,0.22528 Jupiters,0.892 x Jupiter,0.87 AU,2.1 years,0.33
HR 8799 c,135,10 Jupiters,5.98,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6915/hr-8799-c/,Neptune-like,2020,9.65 Earths,0.274 x Jupiter,0.1139 AU,18.3 days,0.29
HR 8799 d,135,10 Jupiters,5.98,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6916/hr-8799-d/,Neptune-like,2020,9.65 Earths,0.274 x Jupiter,0.1139 AU,18.3 days,0.29
HR 8799 e,135,10 Jupiters,5.98,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6917/hr-8799-e/,Neptune-like,2020,9.65 Earths,0.274 x Jupiter,0.1139 AU,18.3 days,0.29
HU Aquarii AB b,627,5.9 Jupiters,16.183,2011,https://exoplanets.nasa.gov/exoplanet-catalog/7501/hu-aquarii-ab-b/,Neptune-like,2020,9.65 Earths,0.274 x Jupiter,0.1139 AU,18.3 days,0.29
HU Aquarii AB c,627,4.5 Jupiters,16.183,2011,https://exoplanets.nasa.gov/exoplanet-catalog/7502/hu-aquarii-ab-c/,Neptune-like,2018,19.66 Earths,0.417 x Jupiter,0.291 AU,73.9 days,0.44
HW Virginis b,560,14.48228 Jupiters,10.5,2012,https://exoplanets.nasa.gov/exoplanet-catalog/7507/hw-virginis-b/,Neptune-like,2018,19.66 Earths,0.417 x Jupiter,0.291 AU,73.9 days,0.44
IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7280/ic-4651-9122-b/,Neptune-like,2018,19.66 Earths,0.417 x Jupiter,0.291 AU,73.9 days,0.44
Iota Draconis b,102,8.82 Jupiters,3.29668,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6906/iota-draconis-b/,Neptune-like,2018,19.66 Earths,0.417 x Jupiter,0.291 AU,73.9 days,0.44
K2-100 b,616,21.8 Earths,10.651,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3499/k2-100-b/,Super Earth,2017,4.91 Earths,1.577 x Earth,0.0188 AU,1.2 days,0.0
K2-101 b,614,4.66 Earths,12.892,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3500/k2-101-b/,Super Earth,2017,4.91 Earths,1.577 x Earth,0.0188 AU,1.2 days,0.0
K2-102 b,614,2.24 Earths,13.083,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3501/k2-102-b/,Super Earth,2017,4.91 Earths,1.577 x Earth,0.0188 AU,1.2 days,0.0
K2-104 b,617,3.86 Earths,15.989,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3502/k2-104-b/,Super Earth,2017,4.91 Earths,1.577 x Earth,0.0188 AU,1.2 days,0.0
K2-105 b,646,30 Earths,11.752,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3443/k2-105-b/,Super Earth,2017,0.84 Earths,1.241 x Earth,0.03925 AU,3.6 days,0.0
K2-107 b,2235,0.84 Jupiters,13.012,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3446/k2-107-b/,Super Earth,2017,0.84 Earths,1.241 x Earth,0.03925 AU,3.6 days,0.0
K2-108 b,1557,0.18689 Jupiters,12.339,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3451/k2-108-b/,Super Earth,2017,0.84 Earths,1.241 x Earth,0.03925 AU,3.6 days,0.0
K2-10 b,888,27 Earths,12.429,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4841/k2-10-b/,Super Earth,2017,0.84 Earths,1.241 x Earth,0.03925 AU,3.6 days,0.0
K2-110 b,380,16.7 Earths,11.985,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3503/k2-110-b/,Neptune-like,2017,4.04 Earths,2.022 x Earth,0.05591 AU,6.2 days,0.0
K2-111 b,654,5.29 Earths,11.13,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3494/k2-111-b/,Neptune-like,2017,4.04 Earths,2.022 x Earth,0.05591 AU,6.2 days,0.0
K2-100 b,616,21.8 Earths,10.651,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3499/k2-100-b/,Neptune-like,2017,4.04 Earths,2.022 x Earth,0.05591 AU,6.2 days,0.0
K2-101 b,614,4.66 Earths,12.892,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3500/k2-101-b/,Neptune-like,2017,4.04 Earths,2.022 x Earth,0.05591 AU,6.2 days,0.0
K2-102 b,614,2.24 Earths,13.083,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3501/k2-102-b/,Neptune-like,2019,13.02 Earths,0.327 x Jupiter,0.039435 AU,3.8 days,0.11
K2-104 b,617,3.86 Earths,15.989,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3502/k2-104-b/,Neptune-like,2019,13.02 Earths,0.327 x Jupiter,0.039435 AU,3.8 days,0.11
K2-105 b,646,30 Earths,11.752,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3443/k2-105-b/,Neptune-like,2019,13.02 Earths,0.327 x Jupiter,0.039435 AU,3.8 days,0.11
K2-107 b,2235,0.84 Jupiters,13.012,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3446/k2-107-b/,Neptune-like,2019,13.02 Earths,0.327 x Jupiter,0.039435 AU,3.8 days,0.11
K2-108 b,1557,0.18689 Jupiters,12.339,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3451/k2-108-b/,Neptune-like,2019,5.63 Earths,0.2 x Jupiter,0.0905 AU,13.9 days,0.36
K2-10 b,888,27 Earths,12.429,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4841/k2-10-b/,Neptune-like,2019,5.63 Earths,0.2 x Jupiter,0.0905 AU,13.9 days,0.36
K2-110 b,380,16.7 Earths,11.985,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3503/k2-110-b/,Neptune-like,2019,5.63 Earths,0.2 x Jupiter,0.0905 AU,13.9 days,0.36
K2-111 b,654,5.29 Earths,11.13,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3494/k2-111-b/,Neptune-like,2019,5.63 Earths,0.2 x Jupiter,0.0905 AU,13.9 days,0.36
K2-100 b,616,21.8 Earths,10.651,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3499/k2-100-b/,Neptune-like,2018,6.624 Earths,0.22 x Jupiter,0.091 AU,15.5 days,0.05
K2-101 b,614,4.66 Earths,12.892,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3500/k2-101-b/,Neptune-like,2018,6.624 Earths,0.22 x Jupiter,0.091 AU,15.5 days,0.05
K2-102 b,614,2.24 Earths,13.083,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3501/k2-102-b/,Neptune-like,2018,6.624 Earths,0.22 x Jupiter,0.091 AU,15.5 days,0.05
K2-104 b,617,3.86 Earths,15.989,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3502/k2-104-b/,Neptune-like,2018,6.624 Earths,0.22 x Jupiter,0.091 AU,15.5 days,0.05
K2-105 b,646,30 Earths,11.752,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3443/k2-105-b/,Gas Giant,2021,19.7 Jupiters,1.47 x Jupiter,0.0338 AU,1.7 days,0.0
K2-107 b,2235,0.84 Jupiters,13.012,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3446/k2-107-b/,Gas Giant,2021,19.7 Jupiters,1.47 x Jupiter,0.0338 AU,1.7 days,0.0
K2-108 b,1557,0.18689 Jupiters,12.339,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3451/k2-108-b/,Gas Giant,2021,19.7 Jupiters,1.47 x Jupiter,0.0338 AU,1.7 days,0.0
K2-10 b,888,27 Earths,12.429,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4841/k2-10-b/,Gas Giant,2021,19.7 Jupiters,1.47 x Jupiter,0.0338 AU,1.7 days,0.0
K2-110 b,380,16.7 Earths,11.985,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3503/k2-110-b/,Gas Giant,2004,20 Jupiters,3.0 x Jupiter,100.0 AU,1195.9 years,0.0
K2-111 b,654,5.29 Earths,11.13,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3494/k2-111-b/,Gas Giant,2004,20 Jupiters,3.0 x Jupiter,100.0 AU,1195.9 years,0.0
K2-100 b,616,21.8 Earths,10.651,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3499/k2-100-b/,Gas Giant,2004,20 Jupiters,3.0 x Jupiter,100.0 AU,1195.9 years,0.0
K2-101 b,614,4.66 Earths,12.892,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3500/k2-101-b/,Gas Giant,2004,20 Jupiters,3.0 x Jupiter,100.0 AU,1195.9 years,0.0
K2-102 b,614,2.24 Earths,13.083,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3501/k2-102-b/,Gas Giant,2010,16 Jupiters,1.8 x Jupiter,320.0 AU,6037.4 years,0.0
K2-104 b,617,3.86 Earths,15.989,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3502/k2-104-b/,Gas Giant,2010,16 Jupiters,1.8 x Jupiter,320.0 AU,6037.4 years,0.0
K2-105 b,646,30 Earths,11.752,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3443/k2-105-b/,Gas Giant,2010,16 Jupiters,1.8 x Jupiter,320.0 AU,6037.4 years,0.0
K2-107 b,2235,0.84 Jupiters,13.012,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3446/k2-107-b/,Gas Giant,2010,16 Jupiters,1.8 x Jupiter,320.0 AU,6037.4 years,0.0
K2-108 b,1557,0.18689 Jupiters,12.339,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3451/k2-108-b/,Gas Giant,2014,11.3 Jupiters,1.265 x Jupiter,2000.0 AU,155788.8 years,0.0
K2-10 b,888,27 Earths,12.429,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4841/k2-10-b/,Gas Giant,2014,11.3 Jupiters,1.265 x Jupiter,2000.0 AU,155788.8 years,0.0
K2-110 b,380,16.7 Earths,11.985,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3503/k2-110-b/,Gas Giant,2014,11.3 Jupiters,1.265 x Jupiter,2000.0 AU,155788.8 years,0.0
K2-111 b,654,5.29 Earths,11.13,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3494/k2-111-b/,Gas Giant,2014,11.3 Jupiters,1.265 x Jupiter,2000.0 AU,155788.8 years,0.0
K2-100 b,616,21.8 Earths,10.651,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3499/k2-100-b/,Neptune-like,2008,26.69772 Earths,0.389 x Jupiter,0.05254 AU,4.9 days,0.22
K2-101 b,614,4.66 Earths,12.892,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3500/k2-101-b/,Neptune-like,2008,26.69772 Earths,0.389 x Jupiter,0.05254 AU,4.9 days,0.22
K2-102 b,614,2.24 Earths,13.083,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3501/k2-102-b/,Neptune-like,2008,26.69772 Earths,0.389 x Jupiter,0.05254 AU,4.9 days,0.22
K2-104 b,617,3.86 Earths,15.989,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3502/k2-104-b/,Neptune-like,2008,26.69772 Earths,0.389 x Jupiter,0.05254 AU,4.9 days,0.22
K2-105 b,646,30 Earths,11.752,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3443/k2-105-b/,Gas Giant,2018,2.3 Jupiters,1.19 x Jupiter,4.13 AU,9.3 years,0.6
K2-107 b,2235,0.84 Jupiters,13.012,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3446/k2-107-b/,Gas Giant,2018,2.3 Jupiters,1.19 x Jupiter,4.13 AU,9.3 years,0.6
K2-108 b,1557,0.18689 Jupiters,12.339,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3451/k2-108-b/,Gas Giant,2018,2.3 Jupiters,1.19 x Jupiter,4.13 AU,9.3 years,0.6
K2-10 b,888,27 Earths,12.429,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4841/k2-10-b/,Gas Giant,2018,2.3 Jupiters,1.19 x Jupiter,4.13 AU,9.3 years,0.6
